"","s","x","y","pi","time","ID","sex","genus","species","treatment"
"14536",674,1703,692,"mothra02",2022-06-26 23:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"14537",2357,200,999,"mothra02",2022-06-26 23:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"14538",3194,853,1185,"mothra02",2022-06-26 23:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"14539",3070,681,729,"mothra02",2022-06-26 23:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"14540",626,1624,1267,"mothra02",2022-06-26 23:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"14541",2508,1526,1341,"mothra02",2022-06-26 23:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"14542",2984,1250,141,"mothra02",2022-06-26 23:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"14543",450,1511,1433,"mothra02",2022-06-26 23:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"14544",360,1723,862,"mothra02",2022-06-26 23:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"14545",2952,1472,1470,"mothra02",2022-06-26 23:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14546",0,NA,NA,"mothra02",2022-06-27 00:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"14547",0,NA,NA,"mothra02",2022-06-27 00:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"14548",0,NA,NA,"mothra02",2022-06-27 00:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"14549",2366,1636,780,"mothra02",2022-06-27 00:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"14550",2230,1529,658,"mothra02",2022-06-27 00:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"14551",0,NA,NA,"mothra02",2022-06-27 00:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"14552",0,NA,NA,"mothra02",2022-06-27 00:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"14553",0,NA,NA,"mothra02",2022-06-27 00:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"14554",0,NA,NA,"mothra02",2022-06-27 00:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"14555",2440,1562,606,"mothra02",2022-06-27 00:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"14556",1482,211,1433,"mothra02",2022-06-27 00:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"14557",1769,1557,580,"mothra02",2022-06-27 00:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"14558",0,NA,NA,"mothra02",2022-06-27 00:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"14559",0,NA,NA,"mothra02",2022-06-27 00:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"14560",0,NA,NA,"mothra02",2022-06-27 00:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"14561",564,1558,570,"mothra02",2022-06-27 00:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"14562",0,NA,NA,"mothra02",2022-06-27 00:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"14563",2506,142,589,"mothra02",2022-06-27 00:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"14564",0,NA,NA,"mothra02",2022-06-27 00:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"14565",2041,1612,1275,"mothra02",2022-06-27 00:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"14566",2732,220,527,"mothra02",2022-06-27 00:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"14567",2495,327,740,"mothra02",2022-06-27 00:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"14568",2281,1638,1157,"mothra02",2022-06-27 00:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"14569",2137,1647,605,"mothra02",2022-06-27 00:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"14570",2216,1553,506,"mothra02",2022-06-27 00:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"14571",0,NA,NA,"mothra02",2022-06-27 00:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"14572",0,NA,NA,"mothra02",2022-06-27 00:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"14573",0,NA,NA,"mothra02",2022-06-27 00:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"14574",0,NA,NA,"mothra02",2022-06-27 00:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"14575",292,1091,5,"mothra02",2022-06-27 00:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"14576",1594,1701,1048,"mothra02",2022-06-27 00:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14577",2493,1616,521,"mothra02",2022-06-27 01:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"14578",2307,1532,650,"mothra02",2022-06-27 01:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"14579",2143,1578,378,"mothra02",2022-06-27 01:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"14580",1579,1651,533,"mothra02",2022-06-27 01:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"14581",2235,1522,448,"mothra02",2022-06-27 01:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"14582",2601,1692,676,"mothra02",2022-06-27 01:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"14583",386,1656,1193,"mothra02",2022-06-27 01:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"14584",225,1311,1336,"mothra02",2022-06-27 01:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"14585",2143,1632,657,"mothra02",2022-06-27 01:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"14586",0,NA,NA,"mothra02",2022-06-27 01:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"14587",2240,1561,678,"mothra02",2022-06-27 01:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"14588",0,NA,NA,"mothra02",2022-06-27 01:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"14589",0,NA,NA,"mothra02",2022-06-27 01:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"14590",0,NA,NA,"mothra02",2022-06-27 01:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"14591",1642,1654,633,"mothra02",2022-06-27 01:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"14592",2666,669,1171,"mothra02",2022-06-27 01:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"14593",838,1472,1475,"mothra02",2022-06-27 01:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"14594",0,NA,NA,"mothra02",2022-06-27 01:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"14595",1040,732,11,"mothra02",2022-06-27 01:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"14596",0,NA,NA,"mothra02",2022-06-27 01:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"14597",2467,1477,1417,"mothra02",2022-06-27 01:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"14598",0,NA,NA,"mothra02",2022-06-27 01:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"14599",240,1682,1130,"mothra02",2022-06-27 01:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"14600",364,1670,1160,"mothra02",2022-06-27 01:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"14601",2589,495,237,"mothra02",2022-06-27 01:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"14602",2280,111,631,"mothra02",2022-06-27 01:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"14603",3005,1082,104,"mothra02",2022-06-27 01:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"14604",2391,300,766,"mothra02",2022-06-27 01:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"14605",2544,508,497,"mothra02",2022-06-27 01:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"14606",362,1340,1380,"mothra02",2022-06-27 01:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"14607",436,82,541,"mothra02",2022-06-27 01:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"14608",3131,1318,1290,"mothra02",2022-06-27 01:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"14609",2395,184,1287,"mothra02",2022-06-27 01:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"14610",3061,1314,106,"mothra02",2022-06-27 01:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"14611",2574,1629,931,"mothra02",2022-06-27 01:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"14612",2144,1652,707,"mothra02",2022-06-27 01:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"14613",2694,857,956,"mothra02",2022-06-27 01:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"14614",2249,1659,600,"mothra02",2022-06-27 01:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"14615",455,1686,590,"mothra02",2022-06-27 01:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"14616",2312,1590,675,"mothra02",2022-06-27 01:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"14617",2473,1608,783,"mothra02",2022-06-27 01:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"14618",2673,1375,1131,"mothra02",2022-06-27 01:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"14619",2367,1662,689,"mothra02",2022-06-27 01:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14620",2772,517,887,"mothra02",2022-06-27 01:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14621",2329,1351,1567,"mothra02",2022-06-27 02:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"14622",2193,1657,627,"mothra02",2022-06-27 02:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"14623",1907,1624,698,"mothra02",2022-06-27 02:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"14624",2251,1669,1096,"mothra02",2022-06-27 02:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"14625",406,1682,638,"mothra02",2022-06-27 02:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"14626",2181,1630,803,"mothra02",2022-06-27 02:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"14627",1441,1651,598,"mothra02",2022-06-27 02:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"14628",3037,1222,1101,"mothra02",2022-06-27 02:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"14629",2297,1595,591,"mothra02",2022-06-27 02:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"14630",0,NA,NA,"mothra02",2022-06-27 02:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"14631",0,NA,NA,"mothra02",2022-06-27 02:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"14632",0,NA,NA,"mothra02",2022-06-27 02:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"14633",0,NA,NA,"mothra02",2022-06-27 02:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"14634",0,NA,NA,"mothra02",2022-06-27 02:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"14635",0,NA,NA,"mothra02",2022-06-27 02:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"14636",0,NA,NA,"mothra02",2022-06-27 02:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"14637",2810,1068,925,"mothra02",2022-06-27 02:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"14638",0,NA,NA,"mothra02",2022-06-27 02:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"14639",0,NA,NA,"mothra02",2022-06-27 02:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"14640",0,NA,NA,"mothra02",2022-06-27 02:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"14641",0,NA,NA,"mothra02",2022-06-27 02:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"14642",0,NA,NA,"mothra02",2022-06-27 02:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"14643",0,NA,NA,"mothra02",2022-06-27 02:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"14644",0,NA,NA,"mothra02",2022-06-27 02:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"14645",0,NA,NA,"mothra02",2022-06-27 02:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"14646",673,113,462,"mothra02",2022-06-27 02:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"14647",0,NA,NA,"mothra02",2022-06-27 02:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"14648",0,NA,NA,"mothra02",2022-06-27 02:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"14649",0,NA,NA,"mothra02",2022-06-27 02:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"14650",892,10,219,"mothra02",2022-06-27 02:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"14651",0,NA,NA,"mothra02",2022-06-27 02:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"14652",2735,837,465,"mothra02",2022-06-27 02:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"14653",0,NA,NA,"mothra02",2022-06-27 02:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14654",0,NA,NA,"mothra02",2022-06-27 03:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"14655",0,NA,NA,"mothra02",2022-06-27 03:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"14656",349,1297,1318,"mothra02",2022-06-27 03:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"14657",1476,1452,1480,"mothra02",2022-06-27 03:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"14658",322,1320,1280,"mothra02",2022-06-27 03:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"14659",2672,437,1443,"mothra02",2022-06-27 03:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"14660",2335,1660,1165,"mothra02",2022-06-27 03:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"14661",0,NA,NA,"mothra02",2022-06-27 03:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"14662",486,1308,1282,"mothra02",2022-06-27 03:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"14663",1736,1336,1316,"mothra02",2022-06-27 03:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"14664",2076,1599,836,"mothra02",2022-06-27 03:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"14665",2385,1472,1461,"mothra02",2022-06-27 03:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"14666",1856,1663,537,"mothra02",2022-06-27 03:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"14667",2794,1044,773,"mothra02",2022-06-27 03:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"14668",2905,1660,835,"mothra02",2022-06-27 03:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"14669",1690,1677,708,"mothra02",2022-06-27 03:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"14670",1296,1711,724,"mothra02",2022-06-27 03:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"14671",3064,1447,789,"mothra02",2022-06-27 03:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"14672",2726,1421,1101,"mothra02",2022-06-27 03:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"14673",3432,1244,705,"mothra02",2022-06-27 03:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"14674",225,1700,695,"mothra02",2022-06-27 03:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"14675",1781,1620,605,"mothra02",2022-06-27 03:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"14676",2781,1003,826,"mothra02",2022-06-27 03:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"14677",1692,446,89,"mothra02",2022-06-27 03:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"14678",2577,1506,1389,"mothra02",2022-06-27 03:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"14679",2678,1536,592,"mothra02",2022-06-27 03:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"14680",1052,115,466,"mothra02",2022-06-27 03:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"14681",2366,1662,689,"mothra02",2022-06-27 03:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"14682",2248,1604,556,"mothra02",2022-06-27 03:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"14683",1881,1615,1272,"mothra02",2022-06-27 03:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"14684",2135,1590,974,"mothra02",2022-06-27 03:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"14685",3159,1083,317,"mothra02",2022-06-27 03:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"14686",3339,1354,141,"mothra02",2022-06-27 03:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"14687",2614,304,606,"mothra02",2022-06-27 03:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"14688",3121,1601,432,"mothra02",2022-06-27 03:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"14689",835,129,427,"mothra02",2022-06-27 03:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"14690",2703,715,1377,"mothra02",2022-06-27 03:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"14691",2701,484,1381,"mothra02",2022-06-27 03:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"14692",1750,1675,1142,"mothra02",2022-06-27 03:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"14693",0,NA,NA,"mothra02",2022-06-27 03:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"14694",2222,1488,1252,"mothra02",2022-06-27 03:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"14695",2416,1134,1365,"mothra02",2022-06-27 03:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"14696",2198,1589,1322,"mothra02",2022-06-27 03:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"14697",2357,88,446,"mothra02",2022-06-27 03:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14698",1858,171,444,"mothra02",2022-06-27 03:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14699",2333,1637,1320,"mothra02",2022-06-27 03:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14700",549,1569,1315,"mothra02",2022-06-27 03:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14701",3009,1455,1271,"mothra02",2022-06-27 04:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"14702",2460,846,516,"mothra02",2022-06-27 04:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"14703",2361,1383,1533,"mothra02",2022-06-27 04:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"14704",375,1460,1267,"mothra02",2022-06-27 04:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"14705",2626,1316,645,"mothra02",2022-06-27 04:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"14706",2468,1681,1048,"mothra02",2022-06-27 04:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"14707",0,NA,NA,"mothra02",2022-06-27 04:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"14708",0,NA,NA,"mothra02",2022-06-27 04:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"14709",0,NA,NA,"mothra02",2022-06-27 04:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"14710",0,NA,NA,"mothra02",2022-06-27 04:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"14711",2152,1241,42,"mothra02",2022-06-27 04:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"14712",0,NA,NA,"mothra02",2022-06-27 04:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"14713",0,NA,NA,"mothra02",2022-06-27 04:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"14714",0,NA,NA,"mothra02",2022-06-27 04:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"14715",0,NA,NA,"mothra02",2022-06-27 04:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"14716",756,1647,1198,"mothra02",2022-06-27 04:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"14717",0,NA,NA,"mothra02",2022-06-27 04:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"14718",1511,330,169,"mothra02",2022-06-27 04:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"14719",0,NA,NA,"mothra02",2022-06-27 04:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"14720",0,NA,NA,"mothra02",2022-06-27 04:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"14721",1807,606,15,"mothra02",2022-06-27 04:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"14722",0,NA,NA,"mothra02",2022-06-27 04:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"14723",0,NA,NA,"mothra02",2022-06-27 04:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"14724",0,NA,NA,"mothra02",2022-06-27 04:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"14725",0,NA,NA,"mothra02",2022-06-27 04:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"14726",0,NA,NA,"mothra02",2022-06-27 04:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"14727",0,NA,NA,"mothra02",2022-06-27 04:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"14728",0,NA,NA,"mothra02",2022-06-27 04:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"14729",0,NA,NA,"mothra02",2022-06-27 04:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"14730",0,NA,NA,"mothra02",2022-06-27 04:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"14731",0,NA,NA,"mothra02",2022-06-27 05:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14732",2e+06,0,0,"mothra02",2022-06-27 05:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14733",2e+06,0,0,"mothra02",2022-06-27 05:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"14734",396,148,1594,"mothra02",2022-06-27 05:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"14735",0,NA,NA,"mothra02",2022-06-27 05:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"14736",814,100,1483,"mothra02",2022-06-27 05:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14737",3096,86,1572,"mothra02",2022-06-27 05:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14738",120,74,1598,"mothra02",2022-06-27 05:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14739",4131,79,1541,"mothra02",2022-06-27 05:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"14740",564,13,1459,"mothra02",2022-06-27 05:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"14741",301,78,1506,"mothra02",2022-06-27 05:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"14742",329,15,1430,"mothra02",2022-06-27 05:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14743",813,44,1468,"mothra02",2022-06-27 05:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14744",695,14,1491,"mothra02",2022-06-27 05:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14745",2941,106,1540,"mothra02",2022-06-27 05:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14746",176,177,1597,"mothra02",2022-06-27 05:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14747",210,8,1526,"mothra02",2022-06-27 05:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14748",143,163,1597,"mothra02",2022-06-27 05:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14749",312,14,1498,"mothra02",2022-06-27 05:20:00,"99.9%_s10g15","male","photinus","greeni","L"
"14750",6518,70,1560,"mothra02",2022-06-27 05:20:00,"99.9%_s10g15","male","photinus","greeni","L"
"14751",510,12,1466,"mothra02",2022-06-27 05:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14752",301,74,1503,"mothra02",2022-06-27 05:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14753",653,100,1522,"mothra02",2022-06-27 05:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14754",120,185,1598,"mothra02",2022-06-27 05:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14755",5603,83,1517,"mothra02",2022-06-27 05:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"14756",1197,21,1500,"mothra02",2022-06-27 05:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"14757",0,NA,NA,"mothra02",2022-06-27 05:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"14758",225,1168,36,"mothra02",2022-06-27 05:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14759",320,1426,98,"mothra02",2022-06-27 05:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14760",135,1797,231,"mothra02",2022-06-27 05:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14761",225,1764,297,"mothra02",2022-06-27 05:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14762",285,1480,313,"mothra02",2022-06-27 05:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14763",255,1728,1489,"mothra02",2022-06-27 05:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14764",1148,28,1521,"mothra02",2022-06-27 05:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14765",300,64,1541,"mothra02",2022-06-27 05:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14766",120,162,1598,"mothra02",2022-06-27 05:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14767",2848,60,1549,"mothra02",2022-06-27 05:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14768",213,149,1596,"mothra02",2022-06-27 05:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14769",6800,79,1530,"mothra02",2022-06-27 05:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"14770",120,4,1431,"mothra02",2022-06-27 05:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"14771",387,21,1444,"mothra02",2022-06-27 05:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"14772",757,70,1483,"mothra02",2022-06-27 05:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"14773",3035,137,1547,"mothra02",2022-06-27 05:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"14774",2856,61,1539,"mothra02",2022-06-27 05:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"14775",225,136,1584,"mothra02",2022-06-27 05:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"14776",175,153,1597,"mothra02",2022-06-27 05:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"14777",480,11,1476,"mothra02",2022-06-27 05:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"14778",427,75,1518,"mothra02",2022-06-27 05:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"14779",398,101,1534,"mothra02",2022-06-27 05:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"14780",697,19,1502,"mothra02",2022-06-27 05:40:00,"99.9%_s10g15","male","photinus","greeni","L"
"14781",365,100,1543,"mothra02",2022-06-27 05:40:00,"99.9%_s10g15","male","photinus","greeni","L"
"14782",645,15,1522,"mothra02",2022-06-27 05:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14783",1399,70,1544,"mothra02",2022-06-27 05:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14784",335,9,1488,"mothra02",2022-06-27 05:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"14785",297,28,1503,"mothra02",2022-06-27 05:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"14786",395,79,1528,"mothra02",2022-06-27 05:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"14787",192,6,1453,"mothra02",2022-06-27 05:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"14788",4157,74,1548,"mothra02",2022-06-27 05:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"14789",332,1476,1270,"mothra02",2022-06-27 05:48:00,"99.9%_s10g15","male","photinus","greeni","L"
