"","s","x","y","pi","time","ID","sex","genus","species","treatment"
"14790",5184,81,1529,"mothra02",2022-06-27 05:48:00,"99.9%_s10g15","male","photinus","greeni","L"
"14791",6824,91,1493,"mothra02",2022-06-27 05:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"14792",4194,71,1573,"mothra02",2022-06-27 05:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"14793",150,6,1426,"mothra02",2022-06-27 05:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14794",954,36,1467,"mothra02",2022-06-27 05:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14795",120,4,1487,"mothra02",2022-06-27 05:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14796",300,21,1498,"mothra02",2022-06-27 05:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14797",2990,111,1551,"mothra02",2022-06-27 05:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14798",4643,73,1557,"mothra02",2022-06-27 05:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"14799",0,NA,NA,"mothra02",2022-06-27 05:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"14800",980,20,1497,"mothra02",2022-06-27 06:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14801",636,67,1525,"mothra02",2022-06-27 06:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14802",504,46,1463,"mothra02",2022-06-27 06:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14803",1150,23,1480,"mothra02",2022-06-27 06:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14804",3639,112,1547,"mothra02",2022-06-27 06:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14805",2399,52,1561,"mothra02",2022-06-27 06:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"14806",192,138,1596,"mothra02",2022-06-27 06:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"14807",2460,51,1543,"mothra02",2022-06-27 06:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"14808",143,148,1597,"mothra02",2022-06-27 06:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"14809",611,15,1499,"mothra02",2022-06-27 06:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"14810",2860,55,1534,"mothra02",2022-06-27 06:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14811",143,154,1597,"mothra02",2022-06-27 06:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14812",712,14,1479,"mothra02",2022-06-27 06:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"14813",3889,103,1540,"mothra02",2022-06-27 06:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"14814",6438,56,1571,"mothra02",2022-06-27 06:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"14815",2440,54,1526,"mothra02",2022-06-27 06:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14816",332,8,1475,"mothra02",2022-06-27 06:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14817",2944,106,1539,"mothra02",2022-06-27 06:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14818",202,175,1596,"mothra02",2022-06-27 06:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14819",0,NA,NA,"mothra02",2022-06-27 06:20:00,"99.9%_s10g15","male","photinus","greeni","L"
"14820",143,5,1461,"mothra02",2022-06-27 06:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14821",1249,32,1491,"mothra02",2022-06-27 06:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14822",4205,77,1551,"mothra02",2022-06-27 06:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14823",2838,56,1570,"mothra02",2022-06-27 06:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"14824",230,132,1596,"mothra02",2022-06-27 06:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"14825",904,26,1487,"mothra02",2022-06-27 06:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"14826",3106,61,1546,"mothra02",2022-06-27 06:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"14827",120,157,1598,"mothra02",2022-06-27 06:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"14828",225,37,1519,"mothra02",2022-06-27 06:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14829",3956,73,1570,"mothra02",2022-06-27 06:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14830",335,38,1460,"mothra02",2022-06-27 06:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14831",524,12,1483,"mothra02",2022-06-27 06:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14832",1094,86,1524,"mothra02",2022-06-27 06:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14833",327,136,1566,"mothra02",2022-06-27 06:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14834",128,174,1598,"mothra02",2022-06-27 06:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14835",0,NA,NA,"mothra02",2022-06-27 06:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"14836",284,80,1535,"mothra02",2022-06-27 06:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"14837",0,NA,NA,"mothra02",2022-06-27 06:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"14838",0,NA,NA,"mothra02",2022-06-27 06:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"14839",190,6,1512,"mothra02",2022-06-27 06:40:00,"99.9%_s10g15","male","photinus","greeni","L"
"14840",3661,75,1556,"mothra02",2022-06-27 06:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14841",5598,81,1526,"mothra02",2022-06-27 06:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"14842",393,21,1437,"mothra02",2022-06-27 06:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"14843",449,69,1482,"mothra02",2022-06-27 06:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"14844",2924,131,1543,"mothra02",2022-06-27 06:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"14845",0,NA,NA,"mothra02",2022-06-27 06:48:00,"99.9%_s10g15","male","photinus","greeni","L"
"14846",240,1378,1079,"mothra02",2022-06-27 06:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"14847",619,1409,1124,"mothra02",2022-06-27 06:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"14848",5781,74,1544,"mothra02",2022-06-27 06:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"14849",1050,1396,1114,"mothra02",2022-06-27 06:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"14850",303,51,1465,"mothra02",2022-06-27 06:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"14851",1849,83,1512,"mothra02",2022-06-27 06:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"14852",1463,152,1575,"mothra02",2022-06-27 06:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"14853",2129,1387,1071,"mothra02",2022-06-27 06:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14854",197,6,1538,"mothra02",2022-06-27 06:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14855",683,34,1548,"mothra02",2022-06-27 06:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14856",225,65,1557,"mothra02",2022-06-27 06:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14857",120,4,1461,"mothra02",2022-06-27 06:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"14858",371,37,1494,"mothra02",2022-06-27 06:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"14859",1025,22,1531,"mothra02",2022-06-27 06:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"14860",1274,88,1554,"mothra02",2022-06-27 06:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"14861",2088,51,1567,"mothra02",2022-06-27 06:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"14862",120,134,1598,"mothra02",2022-06-27 06:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"14863",120,4,1464,"mothra02",2022-06-27 07:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14864",439,37,1497,"mothra02",2022-06-27 07:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14865",1391,26,1537,"mothra02",2022-06-27 07:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14866",980,92,1559,"mothra02",2022-06-27 07:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14867",128,156,1598,"mothra02",2022-06-27 07:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14868",120,4,1482,"mothra02",2022-06-27 07:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14869",3921,68,1568,"mothra02",2022-06-27 07:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14870",184,6,1510,"mothra02",2022-06-27 07:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"14871",268,24,1520,"mothra02",2022-06-27 07:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"14872",300,77,1539,"mothra02",2022-06-27 07:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"14873",939,22,1536,"mothra02",2022-06-27 07:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"14874",754,93,1559,"mothra02",2022-06-27 07:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"14875",332,38,1562,"mothra02",2022-06-27 07:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"14876",240,60,1565,"mothra02",2022-06-27 07:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"14877",3813,64,1578,"mothra02",2022-06-27 07:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14878",3358,60,1543,"mothra02",2022-06-27 07:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"14879",209,149,1596,"mothra02",2022-06-27 07:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"14880",449,10,1474,"mothra02",2022-06-27 07:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"14881",1082,87,1524,"mothra02",2022-06-27 07:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"14882",269,34,1481,"mothra02",2022-06-27 07:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14883",532,14,1509,"mothra02",2022-06-27 07:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14884",1133,84,1540,"mothra02",2022-06-27 07:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14885",709,131,1576,"mothra02",2022-06-27 07:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14886",210,162,1596,"mothra02",2022-06-27 07:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14887",4188,70,1573,"mothra02",2022-06-27 07:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14888",0,NA,NA,"mothra02",2022-06-27 07:20:00,"99.9%_s10g15","male","photinus","greeni","L"
"14889",268,7,1486,"mothra02",2022-06-27 07:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14890",437,27,1502,"mothra02",2022-06-27 07:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14891",491,73,1525,"mothra02",2022-06-27 07:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14892",380,103,1543,"mothra02",2022-06-27 07:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14893",2771,54,1538,"mothra02",2022-06-27 07:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"14894",675,138,1589,"mothra02",2022-06-27 07:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"14895",1359,80,1529,"mothra02",2022-06-27 07:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"14896",1119,145,1582,"mothra02",2022-06-27 07:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"14897",0,NA,NA,"mothra02",2022-06-27 07:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14898",167,5,1494,"mothra02",2022-06-27 07:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14899",4589,63,1570,"mothra02",2022-06-27 07:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14900",580,18,1517,"mothra02",2022-06-27 07:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"14901",3972,69,1554,"mothra02",2022-06-27 07:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"14902",870,19,1496,"mothra02",2022-06-27 07:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"14903",381,73,1527,"mothra02",2022-06-27 07:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"14904",398,98,1541,"mothra02",2022-06-27 07:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"14905",0,NA,NA,"mothra02",2022-06-27 07:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"14906",1818,46,1546,"mothra02",2022-06-27 07:40:00,"99.9%_s10g15","male","photinus","greeni","L"
"14907",213,6,1510,"mothra02",2022-06-27 07:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14908",499,28,1521,"mothra02",2022-06-27 07:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14909",315,81,1541,"mothra02",2022-06-27 07:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14910",3713,69,1557,"mothra02",2022-06-27 07:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"14911",2572,107,1558,"mothra02",2022-06-27 07:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"14912",3392,63,1583,"mothra02",2022-06-27 07:48:00,"99.9%_s10g15","male","photinus","greeni","L"
"14913",430,1386,1057,"mothra02",2022-06-27 07:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"14914",1116,38,1497,"mothra02",2022-06-27 07:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"14915",4059,77,1554,"mothra02",2022-06-27 07:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"14916",3913,66,1577,"mothra02",2022-06-27 07:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"14917",3218,64,1539,"mothra02",2022-06-27 07:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14918",167,154,1597,"mothra02",2022-06-27 07:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14919",2834,54,1510,"mothra02",2022-06-27 07:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"14920",1587,92,1511,"mothra02",2022-06-27 07:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"14921",0,NA,NA,"mothra02",2022-06-27 08:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14922",243,7,1496,"mothra02",2022-06-27 08:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14923",298,28,1510,"mothra02",2022-06-27 08:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14924",255,78,1531,"mothra02",2022-06-27 08:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14925",4715,75,1549,"mothra02",2022-06-27 08:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"14926",3043,111,1544,"mothra02",2022-06-27 08:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"14927",3971,72,1564,"mothra02",2022-06-27 08:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"14928",169,5,1427,"mothra02",2022-06-27 08:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14929",637,40,1473,"mothra02",2022-06-27 08:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14930",718,14,1495,"mothra02",2022-06-27 08:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14931",3016,110,1551,"mothra02",2022-06-27 08:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14932",2408,57,1549,"mothra02",2022-06-27 08:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"14933",152,144,1597,"mothra02",2022-06-27 08:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"14934",4541,75,1541,"mothra02",2022-06-27 08:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"14935",1363,87,1523,"mothra02",2022-06-27 08:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14936",143,167,1597,"mothra02",2022-06-27 08:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14937",364,8,1554,"mothra02",2022-06-27 08:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14938",655,34,1560,"mothra02",2022-06-27 08:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14939",709,75,1567,"mothra02",2022-06-27 08:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14940",143,136,1597,"mothra02",2022-06-27 08:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14941",5825,70,1549,"mothra02",2022-06-27 08:20:00,"99.9%_s10g15","male","photinus","greeni","L"
"14942",3450,113,1543,"mothra02",2022-06-27 08:22:00,"99.9%_s10g15","male","photinus","greeni","L"
"14943",272,7,1528,"mothra02",2022-06-27 08:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"14944",446,29,1537,"mothra02",2022-06-27 08:24:00,"99.9%_s10g15","male","photinus","greeni","L"
"14945",176,5,1481,"mothra02",2022-06-27 08:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"14946",3517,68,1566,"mothra02",2022-06-27 08:26:00,"99.9%_s10g15","male","photinus","greeni","L"
"14947",158,5,1517,"mothra02",2022-06-27 08:28:00,"99.9%_s10g15","male","photinus","greeni","L"
"14948",0,NA,NA,"mothra02",2022-06-27 08:30:00,"99.9%_s10g15","male","photinus","greeni","L"
"14949",543,39,1481,"mothra02",2022-06-27 08:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"14950",822,15,1507,"mothra02",2022-06-27 08:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"14951",1768,82,1535,"mothra02",2022-06-27 08:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"14952",965,142,1580,"mothra02",2022-06-27 08:32:00,"99.9%_s10g15","male","photinus","greeni","L"
"14953",4181,75,1562,"mothra02",2022-06-27 08:34:00,"99.9%_s10g15","male","photinus","greeni","L"
"14954",0,NA,NA,"mothra02",2022-06-27 08:36:00,"99.9%_s10g15","male","photinus","greeni","L"
"14955",135,5,1472,"mothra02",2022-06-27 08:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"14956",2500,105,1540,"mothra02",2022-06-27 08:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"14957",175,170,1597,"mothra02",2022-06-27 08:38:00,"99.9%_s10g15","male","photinus","greeni","L"
"14958",1962,41,1547,"mothra02",2022-06-27 08:40:00,"99.9%_s10g15","male","photinus","greeni","L"
"14959",316,35,1490,"mothra02",2022-06-27 08:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14960",1015,24,1525,"mothra02",2022-06-27 08:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14961",1253,86,1549,"mothra02",2022-06-27 08:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14962",184,158,1596,"mothra02",2022-06-27 08:42:00,"99.9%_s10g15","male","photinus","greeni","L"
"14963",285,36,1520,"mothra02",2022-06-27 08:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"14964",3956,71,1570,"mothra02",2022-06-27 08:44:00,"99.9%_s10g15","male","photinus","greeni","L"
"14965",355,8,1485,"mothra02",2022-06-27 08:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"14966",1215,86,1531,"mothra02",2022-06-27 08:46:00,"99.9%_s10g15","male","photinus","greeni","L"
"14967",0,NA,NA,"mothra02",2022-06-27 08:48:00,"99.9%_s10g15","male","photinus","greeni","L"
"14968",1989,47,1533,"mothra02",2022-06-27 08:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"14969",167,150,1597,"mothra02",2022-06-27 08:50:00,"99.9%_s10g15","male","photinus","greeni","L"
"14970",4250,79,1537,"mothra02",2022-06-27 08:52:00,"99.9%_s10g15","male","photinus","greeni","L"
"14971",5937,90,1518,"mothra02",2022-06-27 08:54:00,"99.9%_s10g15","male","photinus","greeni","L"
"14972",202,6,1485,"mothra02",2022-06-27 08:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"14973",3922,66,1571,"mothra02",2022-06-27 08:56:00,"99.9%_s10g15","male","photinus","greeni","L"
"14974",363,10,1513,"mothra02",2022-06-27 08:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"14975",892,93,1550,"mothra02",2022-06-27 08:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"14976",167,158,1597,"mothra02",2022-06-27 08:58:00,"99.9%_s10g15","male","photinus","greeni","L"
"14977",512,1392,1050,"mothra02",2022-06-27 09:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14978",150,6,1548,"mothra02",2022-06-27 09:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14979",1998,63,1567,"mothra02",2022-06-27 09:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14980",176,131,1597,"mothra02",2022-06-27 09:00:00,"99.9%_s10g15","male","photinus","greeni","L"
"14981",901,20,1540,"mothra02",2022-06-27 09:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14982",475,62,1554,"mothra02",2022-06-27 09:02:00,"99.9%_s10g15","male","photinus","greeni","L"
"14983",351,1385,1067,"mothra02",2022-06-27 09:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"14984",548,25,1531,"mothra02",2022-06-27 09:04:00,"99.9%_s10g15","male","photinus","greeni","L"
"14985",2387,50,1533,"mothra02",2022-06-27 09:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"14986",408,141,1591,"mothra02",2022-06-27 09:06:00,"99.9%_s10g15","male","photinus","greeni","L"
"14987",594,15,1498,"mothra02",2022-06-27 09:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"14988",1548,83,1531,"mothra02",2022-06-27 09:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"14989",788,136,1573,"mothra02",2022-06-27 09:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"14990",177,166,1597,"mothra02",2022-06-27 09:08:00,"99.9%_s10g15","male","photinus","greeni","L"
"14991",438,41,1506,"mothra02",2022-06-27 09:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14992",2755,62,1555,"mothra02",2022-06-27 09:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14993",185,148,1597,"mothra02",2022-06-27 09:10:00,"99.9%_s10g15","male","photinus","greeni","L"
"14994",4147,65,1583,"mothra02",2022-06-27 09:12:00,"99.9%_s10g15","male","photinus","greeni","L"
"14995",2695,58,1532,"mothra02",2022-06-27 09:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"14996",192,153,1596,"mothra02",2022-06-27 09:14:00,"99.9%_s10g15","male","photinus","greeni","L"
"14997",0,NA,NA,"mothra02",2022-06-27 09:16:00,"99.9%_s10g15","male","photinus","greeni","L"
"14998",243,7,1475,"mothra02",2022-06-27 09:18:00,"99.9%_s10g15","male","photinus","greeni","L"
"14999",298,25,1490,"mothra02",2022-06-27 09:18:00,"99.9%_s10g15","male","photinus","greeni","L"
