"s","x","y","d","ID","sex","genus","species"
4903,1036,264,"mothra02.0626.1920","99.9%_s10g15","male","photinus","greeni"
3372,36,1571,"mothra02.0626.1920","99.9%_s10g15","male","photinus","greeni"
396,17,1595,"mothra02.0626.1922","99.9%_s10g15","male","photinus","greeni"
849,1532,1404,"mothra02.0626.1924","99.9%_s10g15","male","photinus","greeni"
356,56,1580,"mothra02.0626.1924","99.9%_s10g15","male","photinus","greeni"
176,1044,4,"mothra02.0626.1926","99.9%_s10g15","male","photinus","greeni"
899,1705,701,"mothra02.0626.1926","99.9%_s10g15","male","photinus","greeni"
1791,37,1585,"mothra02.0626.1926","99.9%_s10g15","male","photinus","greeni"
944,1709,955,"mothra02.0626.1928","99.9%_s10g15","male","photinus","greeni"
1645,43,1573,"mothra02.0626.1928","99.9%_s10g15","male","photinus","greeni"
248,100,1596,"mothra02.0626.1928","99.9%_s10g15","male","photinus","greeni"
1270,1584,372,"mothra02.0626.1930","99.9%_s10g15","male","photinus","greeni"
3319,67,1565,"mothra02.0626.1930","99.9%_s10g15","male","photinus","greeni"
448,1639,502,"mothra02.0626.1932","99.9%_s10g15","male","photinus","greeni"
2375,33,1583,"mothra02.0626.1932","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1934","99.9%_s10g15","male","photinus","greeni"
1667,90,1585,"mothra02.0626.1936","99.9%_s10g15","male","photinus","greeni"
1077,30,1593,"mothra02.0626.1938","99.9%_s10g15","male","photinus","greeni"
255,13,1582,"mothra02.0626.1940","99.9%_s10g15","male","photinus","greeni"
2137,43,1581,"mothra02.0626.1942","99.9%_s10g15","male","photinus","greeni"
1028,25,1546,"mothra02.0626.1944","99.9%_s10g15","male","photinus","greeni"
239,106,1596,"mothra02.0626.1944","99.9%_s10g15","male","photinus","greeni"
997,91,1274,"mothra02.0626.1946","99.9%_s10g15","male","photinus","greeni"
826,11,1415,"mothra02.0626.1946","99.9%_s10g15","male","photinus","greeni"
2551,50,1569,"mothra02.0626.1946","99.9%_s10g15","male","photinus","greeni"
226,132,1596,"mothra02.0626.1946","99.9%_s10g15","male","photinus","greeni"
2615,70,1565,"mothra02.0626.1948","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1950","99.9%_s10g15","male","photinus","greeni"
2355,39,1583,"mothra02.0626.1952","99.9%_s10g15","male","photinus","greeni"
493,34,1387,"mothra02.0626.1954","99.9%_s10g15","male","photinus","greeni"
318,42,1409,"mothra02.0626.1954","99.9%_s10g15","male","photinus","greeni"
120,4,1451,"mothra02.0626.1954","99.9%_s10g15","male","photinus","greeni"
7859,63,1533,"mothra02.0626.1954","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.1956","99.9%_s10g15","male","photinus","greeni"
344,1285,1072,"mothra02.0626.1958","99.9%_s10g15","male","photinus","greeni"
1610,39,1591,"mothra02.0626.1958","99.9%_s10g15","male","photinus","greeni"
3263,59,1580,"mothra02.0626.2000","99.9%_s10g15","male","photinus","greeni"
766,18,1520,"mothra02.0626.2002","99.9%_s10g15","male","photinus","greeni"
1270,66,1538,"mothra02.0626.2002","99.9%_s10g15","male","photinus","greeni"
671,46,1483,"mothra02.0626.2004","99.9%_s10g15","male","photinus","greeni"
3706,112,1564,"mothra02.0626.2004","99.9%_s10g15","male","photinus","greeni"
1139,28,1575,"mothra02.0626.2006","99.9%_s10g15","male","photinus","greeni"
301,79,1575,"mothra02.0626.2006","99.9%_s10g15","male","photinus","greeni"
2870,52,1569,"mothra02.0626.2008","99.9%_s10g15","male","photinus","greeni"
875,34,1595,"mothra02.0626.2010","99.9%_s10g15","male","photinus","greeni"
463,14,1573,"mothra02.0626.2012","99.9%_s10g15","male","photinus","greeni"
444,93,1582,"mothra02.0626.2012","99.9%_s10g15","male","photinus","greeni"
143,126,1597,"mothra02.0626.2012","99.9%_s10g15","male","photinus","greeni"
136,1511,4,"mothra02.0626.2014","99.9%_s10g15","male","photinus","greeni"
287,1332,1044,"mothra02.0626.2014","99.9%_s10g15","male","photinus","greeni"
701,56,1556,"mothra02.0626.2014","99.9%_s10g15","male","photinus","greeni"
2451,67,1591,"mothra02.0626.2014","99.9%_s10g15","male","photinus","greeni"
328,1530,7,"mothra02.0626.2016","99.9%_s10g15","male","photinus","greeni"
1184,1647,536,"mothra02.0626.2016","99.9%_s10g15","male","photinus","greeni"
2290,1296,1043,"mothra02.0626.2016","99.9%_s10g15","male","photinus","greeni"
361,1711,811,"mothra02.0626.2018","99.9%_s10g15","male","photinus","greeni"
1001,1292,1058,"mothra02.0626.2018","99.9%_s10g15","male","photinus","greeni"
115,6,1597,"mothra02.0626.2018","99.9%_s10g15","male","photinus","greeni"
1895,1557,127,"mothra02.0626.2020","99.9%_s10g15","male","photinus","greeni"
3336,551,235,"mothra02.0626.2020","99.9%_s10g15","male","photinus","greeni"
202,6,1441,"mothra02.0626.2020","99.9%_s10g15","male","photinus","greeni"
1469,79,1585,"mothra02.0626.2020","99.9%_s10g15","male","photinus","greeni"
922,1528,109,"mothra02.0626.2022","99.9%_s10g15","male","photinus","greeni"
3320,980,969,"mothra02.0626.2022","99.9%_s10g15","male","photinus","greeni"
761,1699,1056,"mothra02.0626.2022","99.9%_s10g15","male","photinus","greeni"
2009,42,1586,"mothra02.0626.2022","99.9%_s10g15","male","photinus","greeni"
4269,529,206,"mothra02.0626.2024","99.9%_s10g15","male","photinus","greeni"
480,14,1593,"mothra02.0626.2024","99.9%_s10g15","male","photinus","greeni"
2817,648,1548,"mothra02.0626.2026","99.9%_s10g15","male","photinus","greeni"
1906,64,1581,"mothra02.0626.2026","99.9%_s10g15","male","photinus","greeni"
1299,1634,485,"mothra02.0626.2028","99.9%_s10g15","male","photinus","greeni"
3466,1452,1338,"mothra02.0626.2028","99.9%_s10g15","male","photinus","greeni"
3880,861,1418,"mothra02.0626.2028","99.9%_s10g15","male","photinus","greeni"
907,1594,1481,"mothra02.0626.2028","99.9%_s10g15","male","photinus","greeni"
1607,26,1586,"mothra02.0626.2028","99.9%_s10g15","male","photinus","greeni"
3353,825,1134,"mothra02.0626.2030","99.9%_s10g15","male","photinus","greeni"
4081,786,1210,"mothra02.0626.2030","99.9%_s10g15","male","photinus","greeni"
1757,1628,1215,"mothra02.0626.2032","99.9%_s10g15","male","photinus","greeni"
2148,47,1560,"mothra02.0626.2032","99.9%_s10g15","male","photinus","greeni"
270,36,1437,"mothra02.0626.2034","99.9%_s10g15","male","photinus","greeni"
128,4,1506,"mothra02.0626.2034","99.9%_s10g15","male","photinus","greeni"
3174,55,1588,"mothra02.0626.2034","99.9%_s10g15","male","photinus","greeni"
2425,98,1575,"mothra02.0626.2036","99.9%_s10g15","male","photinus","greeni"
395,23,1558,"mothra02.0626.2038","99.9%_s10g15","male","photinus","greeni"
165,6,1564,"mothra02.0626.2040","99.9%_s10g15","male","photinus","greeni"
225,74,1580,"mothra02.0626.2040","99.9%_s10g15","male","photinus","greeni"
120,108,1598,"mothra02.0626.2040","99.9%_s10g15","male","photinus","greeni"
3447,1386,516,"mothra02.0626.2042","99.9%_s10g15","male","photinus","greeni"
1852,63,1584,"mothra02.0626.2042","99.9%_s10g15","male","photinus","greeni"
128,4,1578,"mothra02.0626.2042","99.9%_s10g15","male","photinus","greeni"
3396,1559,514,"mothra02.0626.2044","99.9%_s10g15","male","photinus","greeni"
309,15,1596,"mothra02.0626.2044","99.9%_s10g15","male","photinus","greeni"
4287,1277,233,"mothra02.0626.2046","99.9%_s10g15","male","photinus","greeni"
1366,28,1589,"mothra02.0626.2046","99.9%_s10g15","male","photinus","greeni"
410,1793,1281,"mothra02.0626.2048","99.9%_s10g15","male","photinus","greeni"
268,58,1538,"mothra02.0626.2048","99.9%_s10g15","male","photinus","greeni"
3479,67,1576,"mothra02.0626.2048","99.9%_s10g15","male","photinus","greeni"
225,1689,626,"mothra02.0626.2050","99.9%_s10g15","male","photinus","greeni"
894,1786,1305,"mothra02.0626.2050","99.9%_s10g15","male","photinus","greeni"
582,1567,1548,"mothra02.0626.2050","99.9%_s10g15","male","photinus","greeni"
348,1791,1317,"mothra02.0626.2052","99.9%_s10g15","male","photinus","greeni"
2373,1730,1491,"mothra02.0626.2052","99.9%_s10g15","male","photinus","greeni"
601,1583,1533,"mothra02.0626.2052","99.9%_s10g15","male","photinus","greeni"
333,1560,1586,"mothra02.0626.2052","99.9%_s10g15","male","photinus","greeni"
143,75,1597,"mothra02.0626.2052","99.9%_s10g15","male","photinus","greeni"
490,1711,1512,"mothra02.0626.2054","99.9%_s10g15","male","photinus","greeni"
532,1590,1535,"mothra02.0626.2054","99.9%_s10g15","male","photinus","greeni"
3536,41,1569,"mothra02.0626.2054","99.9%_s10g15","male","photinus","greeni"
506,1569,1578,"mothra02.0626.2054","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra02.0626.2056","99.9%_s10g15","male","photinus","greeni"
151,69,1597,"mothra02.0626.2058","99.9%_s10g15","male","photinus","greeni"
2421,1763,582,"mothra02.0626.2100","99.9%_s10g15","male","photinus","greeni"
500,1708,946,"mothra02.0626.2100","99.9%_s10g15","male","photinus","greeni"
210,1794,1289,"mothra02.0626.2100","99.9%_s10g15","male","photinus","greeni"
702,1785,1331,"mothra02.0626.2100","99.9%_s10g15","male","photinus","greeni"
3080,46,1574,"mothra02.0626.2100","99.9%_s10g15","male","photinus","greeni"
2e+06,0,0,"mothra02.0626.2102","99.9%_s10g15","male","photinus","greeni"
11715,216,38,"mothra02.0626.2104","99.9%_s10g15","male","photinus","greeni"
120,340,4,"mothra02.0626.2104","99.9%_s10g15","male","photinus","greeni"
15534,1133,47,"mothra02.0626.2104","99.9%_s10g15","male","photinus","greeni"
2796,401,519,"mothra02.0626.2104","99.9%_s10g15","male","photinus","greeni"
350,1694,524,"mothra02.0626.2104","99.9%_s10g15","male","photinus","greeni"
3961,521,1009,"mothra02.0626.2104","99.9%_s10g15","male","photinus","greeni"
1091,1758,1318,"mothra02.0626.2104","99.9%_s10g15","male","photinus","greeni"
22905,550,58,"mothra02.0626.2106","99.9%_s10g15","male","photinus","greeni"
3039,1092,974,"mothra02.0626.2106","99.9%_s10g15","male","photinus","greeni"
12165,1252,1180,"mothra02.0626.2106","99.9%_s10g15","male","photinus","greeni"
2310,147,1321,"mothra02.0626.2106","99.9%_s10g15","male","photinus","greeni"
2533,1474,454,"mothra02.0626.2108","99.9%_s10g15","male","photinus","greeni"
3506,1171,565,"mothra02.0626.2108","99.9%_s10g15","male","photinus","greeni"
2307,1595,749,"mothra02.0626.2108","99.9%_s10g15","male","photinus","greeni"
2721,542,405,"mothra02.0626.2110","99.9%_s10g15","male","photinus","greeni"
2499,1583,646,"mothra02.0626.2110","99.9%_s10g15","male","photinus","greeni"
2860,1684,772,"mothra02.0626.2110","99.9%_s10g15","male","photinus","greeni"
9020,1329,840,"mothra02.0626.2110","99.9%_s10g15","male","photinus","greeni"
2787,1361,266,"mothra02.0626.2112","99.9%_s10g15","male","photinus","greeni"
742,1575,348,"mothra02.0626.2112","99.9%_s10g15","male","photinus","greeni"
2658,1615,462,"mothra02.0626.2112","99.9%_s10g15","male","photinus","greeni"
2078,1577,602,"mothra02.0626.2112","99.9%_s10g15","male","photinus","greeni"
2243,1474,1348,"mothra02.0626.2112","99.9%_s10g15","male","photinus","greeni"
225,1501,249,"mothra02.0626.2114","99.9%_s10g15","male","photinus","greeni"
640,1683,584,"mothra02.0626.2114","99.9%_s10g15","male","photinus","greeni"
3377,1310,740,"mothra02.0626.2114","99.9%_s10g15","male","photinus","greeni"
3361,1350,831,"mothra02.0626.2114","99.9%_s10g15","male","photinus","greeni"
2881,445,369,"mothra02.0626.2116","99.9%_s10g15","male","photinus","greeni"
2145,1631,458,"mothra02.0626.2116","99.9%_s10g15","male","photinus","greeni"
2026,1717,884,"mothra02.0626.2116","99.9%_s10g15","male","photinus","greeni"
490,1621,1238,"mothra02.0626.2116","99.9%_s10g15","male","photinus","greeni"
2484,1080,1438,"mothra02.0626.2116","99.9%_s10g15","male","photinus","greeni"
2801,1535,1098,"mothra02.0626.2118","99.9%_s10g15","male","photinus","greeni"
2868,1621,1138,"mothra02.0626.2118","99.9%_s10g15","male","photinus","greeni"
2777,1347,1328,"mothra02.0626.2118","99.9%_s10g15","male","photinus","greeni"
2971,1209,54,"mothra02.0626.2120","99.9%_s10g15","male","photinus","greeni"
2753,294,445,"mothra02.0626.2120","99.9%_s10g15","male","photinus","greeni"
2495,568,472,"mothra02.0626.2120","99.9%_s10g15","male","photinus","greeni"
2841,1275,553,"mothra02.0626.2120","99.9%_s10g15","male","photinus","greeni"
1800,1621,1226,"mothra02.0626.2120","99.9%_s10g15","male","photinus","greeni"
2287,1630,500,"mothra02.0626.2122","99.9%_s10g15","male","photinus","greeni"
1286,42,739,"mothra02.0626.2122","99.9%_s10g15","male","photinus","greeni"
2901,1244,1040,"mothra02.0626.2122","99.9%_s10g15","male","photinus","greeni"
1724,1432,1506,"mothra02.0626.2122","99.9%_s10g15","male","photinus","greeni"
2600,1164,20,"mothra02.0626.2124","99.9%_s10g15","male","photinus","greeni"
240,1722,774,"mothra02.0626.2124","99.9%_s10g15","male","photinus","greeni"
3672,568,888,"mothra02.0626.2124","99.9%_s10g15","male","photinus","greeni"
2485,1587,910,"mothra02.0626.2124","99.9%_s10g15","male","photinus","greeni"
3089,1215,1149,"mothra02.0626.2124","99.9%_s10g15","male","photinus","greeni"
2443,1542,339,"mothra02.0626.2126","99.9%_s10g15","male","photinus","greeni"
2976,1339,746,"mothra02.0626.2126","99.9%_s10g15","male","photinus","greeni"
2334,1645,897,"mothra02.0626.2126","99.9%_s10g15","male","photinus","greeni"
2213,1742,728,"mothra02.0626.2128","99.9%_s10g15","male","photinus","greeni"
2897,1674,740,"mothra02.0626.2128","99.9%_s10g15","male","photinus","greeni"
2803,191,751,"mothra02.0626.2128","99.9%_s10g15","male","photinus","greeni"
369,1752,762,"mothra02.0626.2128","99.9%_s10g15","male","photinus","greeni"
1804,1690,1076,"mothra02.0626.2128","99.9%_s10g15","male","photinus","greeni"
3157,1233,1143,"mothra02.0626.2128","99.9%_s10g15","male","photinus","greeni"
2092,1366,141,"mothra02.0626.2130","99.9%_s10g15","male","photinus","greeni"
2674,921,309,"mothra02.0626.2130","99.9%_s10g15","male","photinus","greeni"
2807,1408,446,"mothra02.0626.2130","99.9%_s10g15","male","photinus","greeni"
3079,1454,1053,"mothra02.0626.2130","99.9%_s10g15","male","photinus","greeni"
1494,1543,366,"mothra02.0626.2132","99.9%_s10g15","male","photinus","greeni"
1422,1589,371,"mothra02.0626.2132","99.9%_s10g15","male","photinus","greeni"
2074,1638,419,"mothra02.0626.2132","99.9%_s10g15","male","photinus","greeni"
2246,1578,425,"mothra02.0626.2132","99.9%_s10g15","male","photinus","greeni"
254,1658,452,"mothra02.0626.2132","99.9%_s10g15","male","photinus","greeni"
2819,1261,520,"mothra02.0626.2132","99.9%_s10g15","male","photinus","greeni"
1490,1689,607,"mothra02.0626.2132","99.9%_s10g15","male","photinus","greeni"
3050,836,931,"mothra02.0626.2134","99.9%_s10g15","male","photinus","greeni"
2303,1606,1288,"mothra02.0626.2134","99.9%_s10g15","male","photinus","greeni"
2168,1539,377,"mothra02.0626.2136","99.9%_s10g15","male","photinus","greeni"
2681,434,654,"mothra02.0626.2136","99.9%_s10g15","male","photinus","greeni"
2947,574,969,"mothra02.0626.2136","99.9%_s10g15","male","photinus","greeni"
3117,1458,1032,"mothra02.0626.2136","99.9%_s10g15","male","photinus","greeni"
3240,809,1081,"mothra02.0626.2136","99.9%_s10g15","male","photinus","greeni"
724,1430,172,"mothra02.0626.2138","99.9%_s10g15","male","photinus","greeni"
2955,1645,1083,"mothra02.0626.2138","99.9%_s10g15","male","photinus","greeni"
3529,1015,744,"mothra02.0626.2140","99.9%_s10g15","male","photinus","greeni"
965,1719,743,"mothra02.0626.2140","99.9%_s10g15","male","photinus","greeni"
1581,1619,1268,"mothra02.0626.2140","99.9%_s10g15","male","photinus","greeni"
3466,1298,750,"mothra02.0626.2142","99.9%_s10g15","male","photinus","greeni"
3057,554,1072,"mothra02.0626.2142","99.9%_s10g15","male","photinus","greeni"
1984,1635,1204,"mothra02.0626.2142","99.9%_s10g15","male","photinus","greeni"
2532,1559,1238,"mothra02.0626.2142","99.9%_s10g15","male","photinus","greeni"
159,403,1597,"mothra02.0626.2142","99.9%_s10g15","male","photinus","greeni"
2921,765,170,"mothra02.0626.2144","99.9%_s10g15","male","photinus","greeni"
1713,161,379,"mothra02.0626.2144","99.9%_s10g15","male","photinus","greeni"
2113,1630,665,"mothra02.0626.2144","99.9%_s10g15","male","photinus","greeni"
2972,1658,1072,"mothra02.0626.2144","99.9%_s10g15","male","photinus","greeni"
966,720,1592,"mothra02.0626.2144","99.9%_s10g15","male","photinus","greeni"
3473,1270,241,"mothra02.0626.2146","99.9%_s10g15","male","photinus","greeni"
1998,132,577,"mothra02.0626.2146","99.9%_s10g15","male","photinus","greeni"
2088,61,578,"mothra02.0626.2146","99.9%_s10g15","male","photinus","greeni"
417,1714,730,"mothra02.0626.2146","99.9%_s10g15","male","photinus","greeni"
2424,1479,1152,"mothra02.0626.2146","99.9%_s10g15","male","photinus","greeni"
1054,1559,1377,"mothra02.0626.2146","99.9%_s10g15","male","photinus","greeni"
348,1248,42,"mothra02.0626.2148","99.9%_s10g15","male","photinus","greeni"
3179,1479,988,"mothra02.0626.2148","99.9%_s10g15","male","photinus","greeni"
2566,1649,1099,"mothra02.0626.2148","99.9%_s10g15","male","photinus","greeni"
2853,1033,1222,"mothra02.0626.2148","99.9%_s10g15","male","photinus","greeni"
3100,1458,772,"mothra02.0626.2150","99.9%_s10g15","male","photinus","greeni"
2490,1645,943,"mothra02.0626.2150","99.9%_s10g15","male","photinus","greeni"
1596,1707,962,"mothra02.0626.2150","99.9%_s10g15","male","photinus","greeni"
3298,1570,1318,"mothra02.0626.2150","99.9%_s10g15","male","photinus","greeni"
2477,202,372,"mothra02.0626.2152","99.9%_s10g15","male","photinus","greeni"
2556,1532,381,"mothra02.0626.2152","99.9%_s10g15","male","photinus","greeni"
10270,1360,532,"mothra02.0626.2152","99.9%_s10g15","male","photinus","greeni"
2379,1589,517,"mothra02.0626.2152","99.9%_s10g15","male","photinus","greeni"
2723,1652,1019,"mothra02.0626.2152","99.9%_s10g15","male","photinus","greeni"
2502,1764,916,"mothra02.0626.2154","99.9%_s10g15","male","photinus","greeni"
2842,1685,938,"mothra02.0626.2154","99.9%_s10g15","male","photinus","greeni"
613,1768,965,"mothra02.0626.2154","99.9%_s10g15","male","photinus","greeni"
1521,1684,1094,"mothra02.0626.2154","99.9%_s10g15","male","photinus","greeni"
316,1622,1283,"mothra02.0626.2154","99.9%_s10g15","male","photinus","greeni"
3256,1253,224,"mothra02.0626.2156","99.9%_s10g15","male","photinus","greeni"
397,1672,555,"mothra02.0626.2156","99.9%_s10g15","male","photinus","greeni"
1755,1789,696,"mothra02.0626.2156","99.9%_s10g15","male","photinus","greeni"
2544,1154,843,"mothra02.0626.2156","99.9%_s10g15","male","photinus","greeni"
437,1752,956,"mothra02.0626.2156","99.9%_s10g15","male","photinus","greeni"
3351,423,161,"mothra02.0626.2158","99.9%_s10g15","male","photinus","greeni"
4919,1527,565,"mothra02.0626.2158","99.9%_s10g15","male","photinus","greeni"
2416,1600,1246,"mothra02.0626.2158","99.9%_s10g15","male","photinus","greeni"
2327,1480,1285,"mothra02.0626.2158","99.9%_s10g15","male","photinus","greeni"
3659,1339,652,"mothra02.0626.2200","99.9%_s10g15","male","photinus","greeni"
2619,1641,805,"mothra02.0626.2200","99.9%_s10g15","male","photinus","greeni"
2659,1213,1121,"mothra02.0626.2200","99.9%_s10g15","male","photinus","greeni"
1381,1624,1218,"mothra02.0626.2200","99.9%_s10g15","male","photinus","greeni"
299,1626,1265,"mothra02.0626.2200","99.9%_s10g15","male","photinus","greeni"
2841,1706,687,"mothra02.0626.2202","99.9%_s10g15","male","photinus","greeni"
1832,1611,1263,"mothra02.0626.2202","99.9%_s10g15","male","photinus","greeni"
3379,1065,1497,"mothra02.0626.2202","99.9%_s10g15","male","photinus","greeni"
1016,1709,690,"mothra02.0626.2204","99.9%_s10g15","male","photinus","greeni"
3032,1616,1232,"mothra02.0626.2204","99.9%_s10g15","male","photinus","greeni"
